WineID,Type,FixedAcidity,VolatileAcidity,CitricAcid,ResidualSugar,Chlorides,FreeSulfurDioxide,TotalSulfurDioxide,Density,pH,Sulphates,Alcohol,Quality
266,Red,10.11,0.54,0.59,1.71,0.029,1.0,89.0,0.9988,3.21,0.6,10.86,6
267,Red,9.4,0.36,0.37,0.9,0.038,11.6,96.0,0.9968,3.35,0.83,11.89,7
268,Red,6.76,0.53,0.49,1.3,0.055,24.7,65.8,0.9956,3.43,0.57,12.01,6
269,Red,7.27,0.5,0.15,3.34,0.068,3.3,73.5,1.0004,3.11,0.61,9.86,5
270,Red,6.51,0.42,0.59,2.26,0.119,11.7,64.2,0.9968,3.29,0.65,11.58,6
271,Red,9.31,0.43,0.31,3.39,0.058,24.4,59.9,0.9975,3.52,0.64,12.55,7
272,Red,8.8,0.46,0.51,2.24,0.117,18.2,35.9,1.0009,3.7,0.82,9.54,4
273,Red,10.14,0.6,0.32,3.86,0.16,26.4,62.4,0.9981,3.36,1.01,11.56,6
274,Red,5.23,0.54,0.15,1.58,0.226,1.0,59.7,0.9949,3.18,0.52,10.8,5
275,Red,7.79,0.27,0.3,2.88,0.054,1.0,18.5,0.995,3.3,0.76,10.8,5
276,Red,7.23,0.47,0.49,0.9,0.014,17.7,7.5,0.996,3.04,0.59,11.92,6
277,Red,9.21,0.52,0.18,3.82,0.133,19.3,6.0,0.9956,3.45,0.91,10.14,5
278,Red,9.48,0.41,0.33,1.71,0.127,19.4,45.1,0.9907,3.32,0.57,11.44,6
279,Red,9.88,0.53,0.0,1.82,0.137,22.0,21.6,0.9942,3.3,0.73,11.17,6
280,Red,8.28,0.2,0.09,3.29,0.202,9.4,39.9,0.9968,3.31,0.71,11.42,6
281,Red,8.03,0.52,0.07,5.35,0.089,1.8,78.2,0.997,3.38,0.5,10.49,5
282,Red,12.35,0.63,0.18,4.35,0.078,18.5,44.8,0.9976,3.3,0.61,10.56,6
283,Red,8.35,0.74,0.2,4.3,0.033,19.3,35.8,1.0009,3.6,0.68,10.02,6
284,Red,9.48,0.46,0.23,3.72,0.087,16.2,63.0,0.9976,3.26,0.65,10.18,6
285,Red,9.45,0.32,0.47,3.25,0.068,1.0,6.0,0.998,3.38,0.75,10.12,5
286,Red,9.98,0.58,0.29,2.83,0.11,19.2,15.4,0.9976,3.14,0.45,8.89,5
287,Red,5.16,0.19,0.5,2.95,0.093,33.0,65.2,0.9947,3.58,0.79,9.75,5
288,Red,7.73,0.43,0.56,2.97,0.038,22.7,77.6,0.9934,3.24,0.62,11.54,6
289,Red,8.63,0.73,0.23,2.89,0.145,16.6,33.2,0.9972,3.3,0.59,12.14,7
290,Red,7.95,0.32,0.25,3.54,0.092,3.9,64.5,0.9944,3.5,0.58,11.82,7
291,Red,5.66,0.48,0.0,2.63,0.133,15.2,23.7,0.9949,3.07,0.79,10.62,7
292,Red,11.51,0.69,0.34,3.89,0.095,27.2,6.0,0.9939,3.33,0.72,11.77,6
293,Red,9.11,0.46,0.0,5.53,0.063,15.9,40.6,0.9973,3.25,0.9,11.45,6
294,Red,11.59,0.13,0.17,3.42,0.082,1.0,77.2,0.9945,3.32,0.67,10.92,5
295,Red,6.18,0.33,0.37,0.9,0.136,19.7,6.0,0.9984,3.38,0.94,10.26,5
296,Red,8.42,0.82,0.46,1.44,0.065,1.0,6.0,0.9953,3.42,0.53,11.8,6
297,Red,9.98,0.2,0.45,2.4,0.066,5.7,30.6,0.9971,3.5,0.58,10.53,5
298,Red,7.68,0.6,0.14,2.09,0.017,8.5,38.3,0.9965,3.15,0.48,11.36,6
299,Red,6.23,0.64,0.25,1.89,0.126,14.1,33.9,0.993,3.28,0.86,10.15,5
300,Red,7.18,0.46,0.47,3.45,0.08,11.1,56.1,0.9962,3.33,0.62,10.93,5
301,Red,8.9,0.51,0.51,1.67,0.13,17.0,82.8,0.9968,3.34,0.66,10.62,5
302,Red,7.58,0.59,0.15,4.25,0.149,27.1,92.1,0.9951,3.18,0.6,10.45,4
303,Red,9.39,0.48,0.02,4.17,0.012,20.5,90.6,0.9978,3.35,0.61,11.19,5
304,Red,10.01,0.81,0.22,3.41,0.052,29.2,17.2,0.9989,3.17,0.55,9.61,6
305,Red,5.79,0.36,0.48,0.9,0.101,1.0,6.0,0.9963,3.15,0.47,10.3,6
306,Red,6.42,0.52,0.02,3.72,0.055,1.0,6.0,0.9962,3.08,0.81,10.6,5
307,Red,7.27,0.73,0.37,2.43,0.087,22.6,22.3,0.9985,3.1,0.8,9.51,6
308,Red,7.32,0.64,0.33,2.27,0.042,10.4,43.3,0.9927,3.55,0.72,10.29,5
309,Red,10.13,0.37,0.37,2.87,0.09,1.0,44.9,0.9975,3.01,0.73,12.12,6
310,Red,8.24,0.36,0.36,1.96,0.015,27.9,41.1,0.9949,3.45,0.65,11.5,5
311,Red,8.06,0.47,0.18,3.06,0.045,13.5,66.0,0.9934,3.09,0.86,9.93,7
312,Red,7.77,0.53,0.0,3.5,0.064,3.5,92.8,0.9955,3.1,0.71,10.9,7
313,Red,10.97,0.4,0.0,1.05,0.045,15.7,33.1,0.9983,3.23,0.87,10.41,5
314,Red,7.05,0.6,0.21,2.82,0.132,17.6,34.3,0.9949,3.3,0.68,9.95,5
315,Red,10.03,0.31,0.27,0.9,0.055,9.3,104.4,0.9974,3.31,0.61,10.35,6
316,Red,8.73,0.66,0.47,2.57,0.046,3.7,77.9,0.9954,3.42,0.34,11.11,6
317,Red,11.17,0.45,0.23,4.2,0.063,17.5,108.1,0.9953,3.17,0.71,9.54,5
318,Red,5.66,0.12,0.46,2.27,0.099,2.5,41.9,0.9944,3.03,0.73,10.6,6
319,Red,6.39,0.27,0.5,2.65,0.015,13.7,82.9,0.997,3.18,0.73,11.14,6
320,Red,7.77,0.52,0.18,2.46,0.05,20.1,66.6,0.9948,3.32,0.62,11.09,5
321,Red,12.43,0.63,0.4,2.72,0.076,6.5,79.5,0.9942,3.04,0.94,11.21,6
322,Red,9.98,0.98,0.15,3.41,0.111,17.7,54.7,0.9949,3.29,0.98,10.41,5
323,Red,10.24,0.51,0.09,3.92,0.047,3.9,6.0,0.9954,3.56,0.63,11.29,6
324,Red,6.57,0.64,0.57,2.32,0.128,26.4,17.6,0.9954,3.55,0.83,11.1,6
325,Red,7.96,0.55,0.12,2.89,0.106,3.3,88.6,0.9976,3.58,0.38,8.89,4
326,Red,9.72,0.64,0.09,3.78,0.087,21.0,10.5,0.9971,3.46,0.48,11.11,5
327,Red,8.69,0.67,0.3,3.13,0.055,9.1,86.4,0.9979,3.21,0.56,9.85,6
328,Red,7.17,0.42,0.13,2.51,0.11,4.9,6.0,1.0004,3.33,0.56,10.81,6
329,Red,7.74,0.58,0.42,2.71,0.078,15.2,40.5,0.9994,3.43,0.49,10.78,5
330,Red,8.97,0.57,0.16,0.9,0.07,9.3,89.2,0.9965,2.93,0.95,11.12,5
331,Red,7.19,0.3,0.0,2.99,0.04,14.6,64.2,0.9981,3.13,0.69,11.2,6
332,Red,8.01,0.84,0.24,1.09,0.228,6.9,125.0,0.9963,3.25,0.75,12.12,7
333,Red,10.11,0.65,0.22,4.22,0.129,20.4,80.0,0.9968,3.44,0.67,10.77,5
334,Red,9.24,0.41,0.03,4.44,0.065,12.2,121.3,0.9951,3.42,0.83,9.79,5
335,Red,8.51,0.2,0.52,2.89,0.097,14.6,48.3,0.9939,3.35,0.82,9.93,6
336,Red,8.2,0.51,0.49,0.9,0.038,24.0,78.4,0.9941,3.45,0.8,10.54,5
337,Red,7.86,0.4,0.28,3.83,0.085,38.2,51.9,0.9967,3.37,0.65,10.76,5
338,Red,4.6,0.54,0.3,0.97,0.127,2.8,47.4,0.9967,3.35,1.01,11.1,6
339,Red,9.73,0.57,0.11,2.59,0.159,15.5,6.0,0.9961,3.27,1.06,10.72,5
340,Red,8.66,0.29,0.36,1.52,0.134,18.8,48.0,0.9961,3.11,0.64,11.06,6
341,Red,6.49,0.75,0.3,0.9,0.089,16.6,60.2,0.9953,3.17,0.51,9.68,6
342,Red,8.79,0.24,0.1,3.55,0.141,18.7,27.9,0.9988,3.23,0.67,10.08,5
343,Red,7.83,0.61,0.47,4.85,0.077,9.4,21.4,0.9953,3.35,0.68,11.08,7
344,Red,9.35,0.32,0.15,1.2,0.027,24.8,50.2,0.9951,3.31,0.51,11.52,5
345,Red,6.17,0.12,0.13,2.06,0.012,22.4,58.0,0.9954,3.29,0.88,9.92,5
346,Red,6.95,0.78,0.51,1.02,0.081,14.5,19.8,0.9966,3.18,0.68,11.12,5
347,Red,6.23,0.62,0.26,3.6,0.081,21.7,32.7,1.0005,3.36,0.53,11.27,7
348,Red,8.15,0.61,0.3,2.47,0.162,8.3,86.1,0.995,3.41,0.52,12.29,7
349,Red,9.11,0.53,0.32,1.14,0.067,10.4,39.7,0.9952,3.29,0.78,10.54,6
350,Red,9.15,0.53,0.48,1.76,0.02,10.2,32.7,0.9956,3.3,0.48,9.76,5
351,Red,6.85,0.89,0.26,4.1,0.154,28.5,35.0,0.9946,3.33,0.76,11.83,7
352,Red,8.27,0.67,0.12,3.92,0.054,13.9,6.0,0.9988,3.49,0.67,11.58,6
353,Red,7.39,0.42,0.01,3.56,0.112,28.7,38.8,0.9982,3.2,0.91,11.01,5
354,Red,10.6,0.45,0.34,3.13,0.042,18.0,43.1,0.995,3.36,0.75,12.37,5
355,Red,12.27,0.31,0.61,2.66,0.046,16.9,32.6,0.9973,3.38,0.33,10.23,6
356,Red,7.99,0.41,0.07,1.2,0.041,10.6,118.6,0.9951,3.12,0.62,10.54,6
357,Red,5.84,0.54,0.22,1.04,0.116,3.1,32.9,0.9964,3.05,0.73,12.08,5
358,Red,8.81,0.51,0.51,1.42,0.066,26.9,87.1,0.9948,3.2,0.6,11.75,7
359,Red,8.33,0.56,0.25,3.77,0.14,11.5,30.7,1.0011,3.23,0.6,10.88,6
360,Red,5.97,0.2,0.42,1.62,0.075,19.2,18.1,0.9972,3.33,0.58,10.13,5
361,Red,9.3,0.59,0.23,1.85,0.166,15.6,33.2,0.9966,3.28,0.77,12.11,7
362,Red,8.89,0.42,0.17,1.35,0.067,5.4,10.5,0.9967,3.43,0.8,9.74,5
363,Red,7.8,0.67,0.41,3.08,0.052,11.0,6.0,0.9974,3.27,0.85,10.7,5
364,Red,6.1,0.42,0.3,0.9,0.117,4.7,47.2,0.9959,3.51,0.56,10.6,6
365,Red,11.26,0.66,0.26,1.7,0.089,21.9,6.0,0.9953,3.19,0.5,12.19,6
366,Red,13.65,0.36,0.15,3.94,0.114,2.5,63.2,0.9975,3.5,0.47,9.19,5
367,Red,5.76,0.6,0.32,4.7,0.021,12.2,74.6,0.9964,3.42,0.5,9.69,5
368,Red,5.8,0.19,0.21,0.9,0.063,29.9,60.2,0.9934,3.08,0.66,10.1,6
369,Red,7.48,0.62,0.07,2.39,0.093,21.6,74.5,1.0,3.47,0.83,11.33,5
370,Red,6.52,0.44,0.21,2.15,0.1,20.9,20.8,0.9967,3.49,0.91,11.92,5
371,Red,8.08,0.23,0.0,1.98,0.146,22.4,58.7,0.9962,3.39,0.67,11.23,7
372,Red,10.83,0.61,0.03,2.96,0.098,9.1,63.1,0.9959,3.52,0.76,12.29,7
373,Red,8.7,0.66,0.21,3.57,0.1,15.8,78.8,0.997,3.16,0.72,12.14,6
374,Red,9.53,0.38,0.61,2.96,0.077,21.8,61.0,0.9968,3.32,0.66,11.17,6
375,Red,8.76,0.65,0.0,1.98,0.105,15.5,53.1,0.998,3.31,0.55,10.92,6
376,Red,5.19,0.71,0.0,1.68,0.081,36.4,61.5,0.9956,3.6,0.67,9.14,6
377,Red,8.63,0.59,0.37,0.9,0.012,7.6,12.0,0.9967,3.14,0.62,12.65,7
378,Red,8.54,0.59,0.16,2.84,0.085,15.7,97.9,0.9941,3.19,0.33,9.94,6
379,Red,8.05,0.71,0.06,3.07,0.031,18.9,69.7,0.9934,3.3,0.77,10.45,5
380,Red,11.44,0.42,0.73,1.88,0.087,9.7,6.0,0.9961,3.53,0.61,11.72,5
381,Red,10.71,0.97,0.5,1.16,0.086,22.4,50.2,0.9972,3.33,0.62,10.26,6
382,Red,6.03,0.42,0.52,2.26,0.076,32.8,73.9,0.9982,3.38,0.76,10.03,5
383,Red,9.35,0.39,0.24,4.69,0.022,6.3,81.5,0.999,3.55,0.52,10.85,6
384,Red,8.22,0.19,0.49,1.35,0.012,17.7,56.9,0.9955,3.25,0.47,10.17,5
385,Red,7.22,0.69,0.23,2.72,0.054,25.7,16.0,0.9944,3.53,0.68,10.8,6
386,Red,5.92,0.41,0.12,3.56,0.012,15.3,42.9,0.9965,3.22,0.75,10.78,6
387,Red,8.66,0.12,0.3,1.65,0.074,7.8,6.0,0.9956,3.5,0.64,10.79,5
388,Red,5.26,0.35,0.53,3.48,0.029,9.9,6.0,0.9936,3.53,0.43,9.93,5
389,Red,6.07,0.3,0.31,2.32,0.146,9.7,18.6,0.9957,3.4,0.81,11.49,5
390,Red,8.26,0.52,0.12,3.94,0.072,14.3,102.2,0.9984,3.22,0.52,9.07,5
391,Red,11.59,0.52,0.0,3.14,0.148,7.8,75.4,0.9999,3.5,0.33,10.93,5
392,Red,10.53,1.1,0.03,1.98,0.058,17.6,70.8,0.9961,3.43,0.76,11.48,6
393,Red,8.38,0.6,0.43,0.9,0.142,32.8,33.8,0.9945,3.18,0.53,10.79,6
394,Red,6.38,0.84,0.44,2.14,0.067,5.4,107.9,0.9984,3.07,0.42,10.41,6
395,Red,8.08,0.67,0.25,2.54,0.152,39.7,81.3,0.9963,3.28,0.8,9.78,5
396,Red,7.17,0.47,0.24,3.08,0.12,30.1,32.9,0.9958,3.26,0.93,10.71,4
397,Red,8.91,0.35,0.29,2.48,0.055,19.7,91.9,0.998,3.49,0.62,10.1,7
398,Red,11.27,0.34,0.32,2.11,0.045,8.6,6.0,0.9944,3.14,0.97,9.0,5
399,Red,9.0,0.35,0.1,3.77,0.096,1.0,36.3,0.9945,3.27,0.72,11.04,6
400,Red,7.96,0.45,0.31,1.88,0.02,20.1,61.7,1.0008,3.35,0.59,11.06,6
401,Red,8.48,0.95,0.31,4.01,0.152,15.7,6.0,0.9951,3.23,0.49,9.89,6
402,Red,5.91,0.88,0.47,4.15,0.013,2.2,33.7,0.9981,3.37,0.7,10.39,6
403,Red,11.25,0.35,0.0,0.9,0.164,14.1,28.9,0.9963,3.29,0.49,10.95,6
404,Red,8.76,0.77,0.47,1.89,0.099,2.8,51.9,0.9967,3.35,0.44,10.52,6
405,Red,10.87,0.52,0.56,0.9,0.079,1.0,69.4,0.9964,2.84,0.85,12.19,5
406,Red,5.99,0.83,0.11,3.9,0.118,37.2,36.5,0.9951,3.43,0.93,9.66,5
407,Red,11.3,0.71,0.39,2.57,0.095,8.8,64.0,0.9937,3.26,0.81,9.07,5
408,Red,8.83,0.67,0.07,0.9,0.16,24.4,14.7,0.9939,3.43,0.81,11.74,6
409,Red,9.42,0.38,0.54,4.0,0.126,27.7,7.1,0.9948,3.44,0.53,10.7,5
410,Red,10.54,0.64,0.35,3.04,0.148,31.5,116.2,0.9933,3.34,0.69,11.57,5
411,Red,8.34,1.14,0.14,4.07,0.034,29.6,6.0,0.9931,3.47,0.55,9.29,6
412,Red,6.06,0.7,0.34,3.08,0.137,6.0,96.1,0.9941,3.37,0.91,10.81,6
413,Red,6.05,0.37,0.0,4.49,0.06,15.3,49.2,0.996,3.31,0.67,10.35,7
414,Red,9.27,0.72,0.09,2.71,0.034,21.2,57.9,0.9972,3.41,0.6,10.43,6
415,Red,9.46,0.58,0.23,2.25,0.012,4.4,122.0,0.9964,3.2,0.93,9.32,5
416,Red,7.77,0.44,0.32,4.09,0.137,7.4,6.0,0.9952,3.4,0.84,11.67,6
417,Red,9.32,0.65,0.38,0.9,0.063,17.2,48.2,0.992,3.45,0.41,9.83,6
418,Red,8.68,0.49,0.0,3.48,0.072,32.9,54.6,0.9994,3.3,0.45,8.62,6
419,Red,10.21,0.57,0.22,4.14,0.145,30.0,60.6,0.9962,3.49,0.42,10.42,5
420,Red,11.55,0.49,0.28,4.29,0.079,22.9,66.2,0.9956,3.13,0.67,10.57,6
421,Red,9.53,0.28,0.69,1.01,0.136,24.2,40.0,0.9964,3.31,0.95,8.8,4
422,Red,9.5,0.32,0.15,2.47,0.061,32.6,53.1,0.9964,3.41,0.81,9.44,6
423,Red,6.25,0.54,0.4,5.41,0.056,31.8,75.3,0.9962,3.49,0.89,11.09,5
424,Red,9.67,0.63,0.26,3.73,0.08,25.9,90.4,0.998,3.07,0.68,10.83,6
425,Red,8.31,0.7,0.3,2.52,0.091,3.9,6.0,0.9968,3.34,0.61,10.28,4
426,Red,8.37,0.64,0.06,1.79,0.128,32.9,42.9,0.9997,3.62,0.36,9.57,4
427,Red,8.67,0.66,0.29,2.06,0.103,19.8,89.1,0.995,3.42,0.63,13.14,6
428,Red,6.15,0.14,0.36,4.26,0.114,18.3,48.7,0.9952,3.46,0.47,11.51,6
429,Red,10.89,0.37,0.65,2.45,0.145,27.5,46.0,0.9986,3.04,0.7,9.51,3
430,Red,8.27,0.58,0.4,2.13,0.068,16.7,32.8,0.9973,3.2,0.57,11.12,5
431,Red,9.05,0.12,0.26,2.71,0.144,13.2,19.5,0.9953,3.02,0.63,10.16,5
432,Red,7.79,1.0,0.64,0.9,0.068,12.1,113.2,0.9985,3.62,0.98,10.95,6
433,Red,9.74,0.74,0.55,3.1,0.012,7.4,87.1,0.9977,3.5,0.84,12.53,6
434,Red,9.9,0.53,0.0,4.48,0.062,36.5,56.8,0.9917,3.6,0.64,10.58,6
435,Red,6.81,0.28,0.04,1.05,0.124,11.7,24.0,0.993,3.38,0.64,11.02,6
436,Red,9.23,0.5,0.5,1.97,0.109,23.0,37.7,0.9988,3.7,0.47,11.46,6
437,Red,11.19,0.93,0.49,4.17,0.064,20.9,44.3,0.9952,3.46,0.78,11.32,6
438,Red,9.56,0.67,0.2,0.96,0.12,12.5,6.0,0.9983,3.27,0.52,10.06,6
439,Red,7.76,0.39,0.24,2.24,0.063,10.1,55.5,0.9924,3.37,0.48,10.71,5
440,Red,9.2,0.72,0.0,3.74,0.116,28.5,57.8,0.9984,3.34,0.44,12.24,6
441,Red,5.61,0.81,0.08,1.8,0.161,33.6,112.1,0.9976,3.16,0.86,10.36,7
442,Red,7.74,0.85,0.23,2.01,0.162,18.6,49.6,0.9923,3.23,0.64,10.47,5
443,Red,7.2,0.73,0.52,3.08,0.101,22.9,63.7,0.9937,3.39,0.71,10.94,5
444,Red,6.44,0.66,0.36,5.9,0.012,16.2,14.6,0.9952,3.31,0.63,11.89,6
445,Red,7.53,0.4,0.22,2.97,0.052,11.0,14.9,0.9954,3.16,0.86,12.25,6
446,Red,6.31,0.5,0.12,1.69,0.146,35.6,127.3,0.9974,3.18,0.68,10.82,5
447,Red,10.58,0.71,0.59,1.92,0.069,25.8,6.0,0.9967,3.33,0.87,10.42,6
448,Red,8.2,0.75,0.4,2.32,0.072,13.3,45.2,0.9995,3.13,0.68,11.06,6
449,Red,5.89,0.67,0.11,2.29,0.152,26.8,27.5,0.9961,3.33,0.65,10.97,6
450,Red,8.16,0.53,0.36,2.3,0.065,8.2,85.6,0.9962,3.34,0.91,11.06,5
451,Red,8.3,0.61,0.06,2.53,0.113,9.0,71.8,0.9993,3.31,0.44,9.68,5
452,Red,7.74,0.77,0.36,2.17,0.155,10.7,44.7,0.9955,2.89,0.95,9.51,6
453,Red,10.48,0.45,0.01,2.69,0.121,22.0,93.9,0.9964,3.16,0.49,9.8,5
454,Red,10.9,0.52,0.38,1.33,0.093,22.1,60.9,0.9963,3.46,0.33,11.5,5
455,Red,5.7,0.57,0.0,2.85,0.135,13.7,32.9,0.9962,3.64,0.75,11.08,4
456,Red,5.47,0.51,0.4,1.97,0.111,19.7,96.3,0.994,3.29,0.42,9.69,5
457,Red,8.97,0.75,0.3,2.52,0.101,25.6,7.7,0.9993,3.51,0.46,10.82,5
458,Red,6.55,0.7,0.27,0.9,0.04,12.3,47.5,0.9939,3.23,0.72,10.1,6
459,Red,8.6,0.59,0.29,2.99,0.118,6.4,6.0,0.9964,3.2,0.63,12.24,6
460,Red,9.41,0.53,0.34,1.12,0.012,20.9,75.1,0.993,3.21,0.86,10.2,5
461,Red,9.05,0.52,0.38,2.34,0.012,23.0,40.5,0.9945,3.34,0.74,11.26,7
462,Red,9.91,0.67,0.42,1.99,0.136,37.7,39.7,0.9968,3.2,0.46,9.79,6
463,Red,8.3,0.84,0.48,1.43,0.1,23.2,38.3,0.9958,3.45,0.63,10.28,6
464,Red,8.75,0.81,0.19,2.31,0.027,22.5,52.4,0.9975,3.12,1.11,10.39,5
465,Red,7.48,0.56,0.62,3.73,0.033,11.5,42.6,0.9957,3.45,0.69,10.54,5
466,Red,9.73,0.54,0.19,0.9,0.056,22.2,7.4,0.9963,3.39,0.73,11.19,6
467,Red,7.76,0.68,0.37,3.11,0.179,27.7,7.6,0.9943,3.36,0.36,8.77,3
468,Red,7.57,0.62,0.69,3.28,0.109,17.5,47.3,0.9954,3.6,0.52,11.59,6
469,Red,8.02,0.71,0.31,0.9,0.105,25.6,6.0,0.9956,3.39,0.5,11.85,7
470,Red,10.6,0.33,0.38,2.64,0.104,19.0,71.0,0.9943,3.58,0.58,9.71,5
471,Red,5.51,0.42,0.7,0.96,0.082,19.9,81.3,0.9951,3.44,0.45,10.72,6
472,Red,9.8,0.28,0.22,5.16,0.118,21.1,46.9,0.9964,3.28,0.57,11.58,6
473,Red,4.96,0.23,0.06,0.9,0.02,6.7,86.1,0.9977,3.54,0.77,11.03,4
474,Red,8.73,0.58,0.25,3.17,0.141,24.8,90.4,0.9978,3.41,0.68,10.65,6
475,Red,9.64,0.37,0.59,2.53,0.042,4.3,50.8,0.9981,3.24,0.45,11.88,7
476,Red,7.92,0.75,0.05,1.74,0.078,29.2,50.6,0.9974,3.06,0.6,9.96,5
477,Red,7.26,0.47,0.58,2.24,0.064,23.5,57.7,0.999,3.43,0.64,11.63,5
478,Red,8.53,0.64,0.39,2.92,0.101,20.8,93.0,0.9955,3.22,0.77,11.75,5
479,Red,8.32,0.37,0.26,1.12,0.055,10.8,40.9,0.9966,3.19,0.9,11.51,6
480,Red,8.68,0.58,0.5,4.05,0.148,23.0,6.0,0.9998,3.24,0.55,9.56,5
481,Red,7.18,0.43,0.04,2.88,0.073,15.2,53.7,0.9978,3.44,0.86,12.25,5
482,Red,7.54,0.63,0.03,0.94,0.044,25.1,52.8,0.9951,3.22,0.62,10.51,7
483,Red,8.48,0.32,0.43,3.88,0.155,7.9,91.5,0.995,3.39,0.5,9.79,5
484,Red,9.04,0.46,0.33,1.61,0.082,9.0,6.0,0.9941,3.28,0.69,11.79,7
485,Red,10.24,0.79,0.15,4.48,0.11,14.5,69.7,0.9934,3.56,0.74,11.0,6
486,Red,6.11,0.38,0.08,0.9,0.199,6.4,76.6,0.9958,3.4,1.07,10.95,6
487,Red,9.62,0.21,0.0,1.28,0.121,21.4,99.0,0.9963,3.24,0.33,9.97,6
488,Red,9.75,0.22,0.23,1.98,0.018,1.0,20.5,0.995,3.26,0.38,10.13,3
489,Red,10.68,0.43,0.02,3.92,0.035,19.1,85.8,0.9917,3.27,0.5,9.35,5
490,Red,5.42,0.26,0.33,1.0,0.021,21.6,102.3,0.9968,3.11,0.43,9.95,6
491,Red,9.26,0.58,0.15,3.43,0.105,8.8,39.4,0.999,3.14,0.76,11.04,5
492,Red,8.24,0.44,0.3,2.33,0.05,28.0,90.1,0.9985,3.52,0.92,10.97,6
493,Red,8.43,0.24,0.29,1.56,0.106,1.0,54.9,0.9968,3.27,0.33,11.01,6
494,Red,9.15,0.43,0.13,1.84,0.022,22.3,122.6,0.9963,3.62,0.53,11.28,5
495,Red,9.99,0.92,0.26,1.57,0.046,19.6,27.8,0.9959,3.23,0.83,11.52,7
496,Red,8.62,0.23,0.43,4.77,0.129,7.8,6.0,0.9959,3.34,0.71,11.69,6
497,Red,8.22,0.43,0.15,3.12,0.114,1.0,68.9,0.9933,3.01,0.46,10.8,5
498,Red,10.81,0.47,0.3,1.65,0.109,9.4,91.7,0.9935,3.36,0.33,11.9,6
499,Red,7.68,0.76,0.28,4.2,0.093,4.2,18.3,0.997,3.32,0.67,11.17,6
500,Red,10.95,0.85,0.37,4.97,0.227,31.1,6.0,0.994,3.22,0.46,10.24,7
501,Red,8.09,0.82,0.24,2.61,0.024,27.9,64.8,0.9959,3.26,0.45,10.31,5
502,Red,7.41,0.69,0.45,3.14,0.042,10.5,25.9,0.9947,3.13,0.37,11.39,6
503,Red,6.92,0.47,0.4,1.01,0.112,11.7,86.0,0.9966,3.51,0.67,8.99,5
504,Red,9.76,0.45,0.6,3.19,0.022,18.7,6.0,0.9935,3.32,0.48,11.28,6
505,Red,7.14,0.49,0.38,2.51,0.012,26.2,6.0,0.9981,3.27,0.37,10.26,5
506,Red,8.88,0.34,0.0,3.77,0.069,14.0,42.5,0.9979,3.57,0.46,11.31,6
507,Red,6.85,0.65,0.29,3.28,0.073,5.7,6.3,0.994,3.27,0.64,10.17,5
508,Red,9.31,0.36,0.21,2.18,0.049,6.3,6.0,0.9967,3.21,1.02,11.06,5
509,Red,7.81,0.64,0.0,1.61,0.026,16.4,42.5,0.9972,3.23,0.61,10.35,5
510,Red,9.03,0.72,0.42,1.96,0.018,1.0,31.6,0.9945,2.89,0.7,10.11,7
511,Red,7.65,0.4,0.0,2.16,0.068,9.2,15.0,0.995,3.44,0.55,11.51,5
512,Red,5.49,0.4,0.25,2.57,0.083,19.3,51.4,0.9967,3.36,0.51,10.71,5
513,Red,7.32,0.5,0.05,2.4,0.08,22.7,61.1,0.9948,3.22,0.64,9.99,5
514,Red,5.53,0.41,0.32,4.56,0.062,30.5,16.4,0.9979,3.24,0.94,10.95,6
515,Red,7.48,0.22,0.42,0.99,0.093,38.1,65.9,0.9964,3.11,0.52,10.92,6
516,Red,8.04,0.47,0.39,0.9,0.069,8.2,48.6,0.9972,3.1,0.85,10.98,5
517,Red,8.3,0.3,0.16,3.56,0.082,19.9,74.3,0.9973,3.38,0.8,12.03,7
518,Red,8.95,0.42,0.44,0.9,0.07,25.4,44.4,0.999,3.38,0.75,11.4,5
519,Red,10.82,0.47,0.11,1.77,0.132,26.8,6.0,0.9997,3.21,0.65,11.13,6
520,Red,8.53,0.35,0.47,4.48,0.107,21.1,53.3,0.9978,3.11,0.49,9.27,4
521,Red,7.23,0.47,0.44,2.45,0.065,33.3,74.4,0.9965,3.4,0.54,11.34,6
522,Red,6.68,0.84,0.28,4.41,0.094,32.3,53.5,0.9975,3.02,0.81,10.02,6
523,Red,10.64,0.55,0.42,3.3,0.075,17.4,85.0,0.9958,3.18,0.61,10.41,5
524,Red,5.07,0.47,0.09,2.79,0.072,8.1,56.9,0.9942,3.27,0.7,11.85,7
525,Red,7.26,0.15,0.21,2.01,0.104,31.3,43.1,0.9972,3.74,0.73,10.98,5
526,Red,10.1,0.51,0.36,2.09,0.083,17.1,12.4,0.9992,3.23,0.77,10.93,5
527,Red,8.19,0.29,0.48,0.9,0.152,26.2,8.8,0.9977,3.28,0.57,12.1,5
528,Red,7.74,0.45,0.17,2.38,0.1,13.1,6.0,0.9999,3.37,0.62,10.75,6
529,Red,5.1,0.39,0.39,1.88,0.053,7.0,81.0,0.9987,3.27,0.45,9.98,6
530,Red,8.47,0.53,0.52,2.56,0.112,5.0,63.3,0.9972,3.52,0.56,9.16,5
531,Red,7.63,0.43,0.37,0.9,0.047,18.7,29.4,0.9961,3.51,0.69,9.24,5
532,Red,7.66,0.83,0.18,2.29,0.117,21.2,39.6,0.996,3.45,0.37,9.17,5
533,Red,7.5,0.34,0.16,0.9,0.012,7.0,30.6,0.9959,3.0,0.69,10.93,5
